-2.4999924,-2.4826307,0.1661926
-2.497904,-2.2997725,0.5063178
-2.4977052,-2.294809,0.496728
-2.4972167,-2.2848728,0.4973982
-2.4961736,-2.270115,0.4932188
-2.4957225,-2.2651923,0.49427196
-2.4940002,-2.2504723,0.4948313
-2.492434,-2.2406023,0.4992238
-2.4905488,-2.2309327,0.4943546
-2.488287,-2.2211356,0.5073477
-2.4870102,-2.216111,0.5183892
-2.4826376,-2.2005477,0.54893416
-2.4793048,-2.1898663,0.55974257
-2.4775133,-2.184555,0.56049395
-2.4736803,-2.173916,0.5675188
-2.467308,-2.1574628,0.5978772
-2.4626448,-2.1461062,0.6191641
-2.4576542,-2.134576,0.6337167
-2.4550354,-2.1286864,0.64455026
-2.4495385,-2.1167443,0.66111326
-2.440898,-2.0989473,0.65993726
-2.4347136,-2.0872064,0.665045
-2.4281974,-2.0753748,0.68088347
-2.4248157,-2.0693371,0.692031
-2.4178002,-2.0571706,0.70459086
-2.4068232,-2.039011,0.7090981
-2.3991342,-2.0266943,0.73165613
-2.3912194,-2.0141802,0.74083066
-2.3831558,-2.0015743,0.74938506
-2.379076,-1.99528,0.750073
-2.3663425,-1.9759237,0.78294027
-2.3574355,-1.9627386,0.7996622
-2.34829,-1.9494499,0.80551463
-2.3392074,-1.9363229,0.79525554
-2.329988,-1.9233387,0.80192703
-2.325255,-1.9167265,0.81315815
-2.3107822,-1.8967234,0.8265106
-2.3008761,-1.8832811,0.8405951
-2.2957993,-1.8764392,0.85197204
-2.2854018,-1.8627222,0.8622601
-2.2692,-1.8417133,0.89411813
-2.2579856,-1.8274375,0.91141766
-2.2465026,-1.8131098,0.91811
-2.234853,-1.7988454,0.9216882
-2.2289844,-1.7917289,0.9224198
-2.217313,-1.7775196,0.918546
-2.2000515,-1.7560945,0.9156355
-2.1887102,-1.7415749,0.9258381
-2.17744,-1.726709,0.9351336
-2.166285,-1.711505,0.94643694
-2.1607141,-1.7037716,0.9530789
-2.1497207,-1.6880553,0.96280265
-2.133423,-1.6639042,0.97330076
-2.1229827,-1.6474944,0.97026104
-2.1129034,-1.6307409,0.9806405
-2.103113,-1.6136767,0.9845612
-2.0935304,-1.5962561,0.9944524
-2.084174,-1.5784776,1.006844
-2.0750802,-1.5603752,1.0153422
-2.0706487,-1.5511968,1.019218
-2.0576165,-1.523147,1.0355352
-2.053461,-1.5136226,1.0391237
-2.0414832,-1.4845243,1.0553081
-2.0339174,-1.4647163,1.0631152
-2.0266662,-1.4445517,1.0736341
-2.0231786,-1.4343413,1.078952
-2.0133142,-1.403193,1.0962187
-2.0071373,-1.3820014,1.108296
-2.0012808,-1.360469,1.1201776
-1.9984846,-1.3495888,1.1233737
-1.9931148,-1.3277887,1.1223509
-1.9855636,-1.2947137,1.1391422
-1.983136,-1.2834975,1.1475955
-1.9782826,-1.2608407,1.1626751
-1.9710939,-1.2262768,1.1825484
-1.9688618,-1.2145866,1.1901225
-1.9624382,-1.1791122,1.2103173
-1.9582354,-1.1550468,1.2248133
-1.9540944,-1.1306384,1.2413485
-1.950052,-1.1058979,1.2575397
-1.9480493,-1.0933944,1.2662827
-1.9421765,-1.0553969,1.2897713
-1.938405,-1.0296452,1.3054053
-1.9365762,-1.0166352,1.3137988
-1.9312752,-0.9771263,1.336949
-1.9278061,-0.9503684,1.3531808
-1.9243375,-0.9232701,1.3704795
-1.9208736,-0.89583796,1.3871182
-1.9173867,-0.868076,1.4025292
-1.9139665,-0.8399683,1.4195513
-1.9106125,-0.8115224,1.4366113
-1.9072696,-0.7828654,1.4449965
-1.9039711,-0.7539981,1.4568788
-1.9007497,-0.7247945,1.4724792
-1.8976015,-0.69527996,1.4879743
-1.8945317,-0.66543424,1.5041989
-1.8915064,-0.63524616,1.5213262
-1.8885484,-0.60472745,1.5373318
-1.8856435,-0.57386833,1.5535401
-1.8828044,-0.5426766,1.570066
-1.8800069,-0.51113844,1.587226
-1.8772649,-0.47927424,1.6034245
-1.8745809,-0.44707796,1.6193876
-1.8719743,-0.41464615,1.628518
-1.869527,-0.38205886,1.6337122
-1.868364,-0.3657688,1.6331576
-1.8648307,-0.3167782,1.6361445
-1.8625553,-0.284078,1.6382974
-1.8605552,-0.25141865,1.6361433
-1.8589319,-0.2187301,1.6359127
-1.8576806,-0.18602535,1.6372236
-1.8566209,-0.15328003,1.6380152
-1.8555269,-0.12049453,1.6399962
-1.8543673,-0.08771313,1.6410192
-1.853259,-0.054831017,1.6487002
-1.8522096,-0.021692304,1.6607991
-1.8511966,0.011252049,1.6452569
-1.8501638,0.044085238,1.6413862
-1.8491745,0.076925725,1.6438694
-1.8483635,0.10981088,1.6448206
-1.8480074,0.12625907,1.6452061
-1.8468696,0.17575927,1.6540906
-1.8460687,0.20886879,1.6535634
-1.8453622,0.24179877,1.6461693
-1.8447902,0.27470753,1.6456543
-1.8445358,0.29116654,1.6460974
-1.8436275,0.3405576,1.6457244
-1.8429972,0.3735111,1.6470964
-1.8425479,0.40642923,1.6461323
-1.8424476,0.42289603,1.6467009
-1.8426844,0.4717082,1.6177274
-1.8432953,0.5037473,1.5974536
-1.8442472,0.53545374,1.5833628
-1.8448479,0.55121446,1.5772175
