-0.30000812,-0.99523735,0.08353913
-0.30000764,-0.99431676,0.092055604
-0.30001193,-0.99331796,0.09988956
-0.3000125,-0.992229,0.108899474
-0.30001143,-0.99105555,0.11734412
-0.30000982,-0.9897987,0.12568228
-0.30000797,-0.98845756,0.13411543
-0.30000797,-0.9870349,0.14226285
-0.30000934,-0.9855288,0.15061572
-0.3000079,-0.9839357,0.15931047
-0.3000056,-0.98225814,0.16775171
-0.30000296,-0.9804971,0.1761072
-0.3000002,-0.9786517,0.18454055
-0.30000234,-0.976728,0.19237176
-0.30000094,-0.9747142,0.20138377
-0.29999796,-0.97261685,0.20973188
-0.2999945,-0.97043526,0.21816193
-0.29999077,-0.9681692,0.22660103
-0.2999868,-0.9658197,0.23494945
-0.2999877,-0.9633921,0.24277373
-0.29998502,-0.9608742,0.25178856
-0.2999807,-0.95827264,0.2601527
-0.29997575,-0.9555868,0.26858318
-0.29997045,-0.9528166,0.2770217
-0.29996675,-0.9499649,0.28517044
-0.29996425,-0.9470298,0.29350767
-0.29995874,-0.9440078,0.302205
-0.2999521,-0.94090134,0.31064612
-0.29994467,-0.9377114,0.31899315
-0.2999367,-0.93443716,0.32742557
-0.29993093,-0.93108135,0.33558112
-0.29992422,-0.92764217,0.34392115
-0.2999155,-0.9241159,0.35262698
-0.2999052,-0.9205053,0.36106682
-0.299894,-0.9168103,0.36950165
-0.29988426,-0.9130347,0.37756062
-0.29987156,-0.9091721,0.3862561
-0.29985738,-0.90522516,0.39469787
-0.29984334,-0.90119755,0.4027678
-0.29982716,-0.8970829,0.41146356
-0.29981166,-0.89288676,0.41962266
-0.29979208,-0.88860434,0.4282414
-0.29977018,-0.88423765,0.43667695
-0.2997463,-0.87978655,0.44511268
-0.2997205,-0.8752512,0.45354772
-0.29969433,-0.87063515,0.4616085
-0.29966527,-0.8659349,0.47003916
-0.29963234,-0.8611477,0.4787286
-0.29959473,-0.85627705,0.48707736
-0.29955328,-0.8513222,0.49550608
-0.29950804,-0.84628296,0.50394183
-0.29945996,-0.8411629,0.51202905
-0.29940516,-0.8359561,0.52070975
-0.2993447,-0.83066493,0.5291491
-0.29927847,-0.8252895,0.53758186
-0.29920393,-0.8198308,0.5459215
-0.29912168,-0.8142879,0.5543504
